GEOid,GEOid2,GEOdisplay,TOTPOP,POP_HISP,POP_NOTHISP,POP_WHITE,POP_BLACK,POP_AMIN,POP_ASIAN,POP_NHPI,POP_OTHER,POP_2MORE
1500000US180731004001,180731004001,"Block Group 1, Census Tract 1004, Jasper County, Indiana",1490,272,1218,1204,1,0,11,0,0,2
1500000US180731008001,180731008001,"Block Group 1, Census Tract 1008, Jasper County, Indiana",1995,123,1872,1845,5,7,1,3,0,11
1500000US180731008002,180731008002,"Block Group 2, Census Tract 1008, Jasper County, Indiana",1062,41,1021,974,31,0,1,0,0,15
1500000US180731008003,180731008003,"Block Group 3, Census Tract 1008, Jasper County, Indiana",882,30,852,835,8,0,2,0,0,7
1500000US180731008004,180731008004,"Block Group 4, Census Tract 1008, Jasper County, Indiana",1098,58,1040,1026,8,0,1,2,0,5
1500000US180731009011,180731009011,"Block Group 1, Census Tract 1009.01, Jasper County, Indiana",3223,190,3033,2978,7,6,9,0,1,32
1500000US180731009021,180731009021,"Block Group 1, Census Tract 1009.02, Jasper County, Indiana",1110,49,1061,1039,4,3,2,0,0,13
1500000US180731009022,180731009022,"Block Group 2, Census Tract 1009.02, Jasper County, Indiana",1171,57,1114,1086,4,4,8,0,0,12
1500000US180731009023,180731009023,"Block Group 3, Census Tract 1009.02, Jasper County, Indiana",3014,93,2921,2893,2,2,8,0,1,16
1500000US180731009024,180731009024,"Block Group 4, Census Tract 1009.02, Jasper County, Indiana",1126,39,1087,1064,7,1,4,0,1,10
1500000US180731010001,180731010001,"Block Group 1, Census Tract 1010, Jasper County, Indiana",2568,100,2468,2422,2,3,27,1,2,11
1500000US180731010002,180731010002,"Block Group 2, Census Tract 1010, Jasper County, Indiana",1027,49,978,970,0,1,2,0,1,4
1500000US180731010003,180731010003,"Block Group 3, Census Tract 1010, Jasper County, Indiana",1247,202,1045,1030,2,4,2,0,3,4
1500000US180731010004,180731010004,"Block Group 4, Census Tract 1010, Jasper County, Indiana",1042,64,978,962,4,0,1,0,4,7
1500000US180731011001,180731011001,"Block Group 1, Census Tract 1011, Jasper County, Indiana",1378,68,1310,1256,24,3,10,0,0,17
1500000US180731011002,180731011002,"Block Group 2, Census Tract 1011, Jasper County, Indiana",981,19,962,951,2,2,2,0,0,5
1500000US180731011003,180731011003,"Block Group 3, Census Tract 1011, Jasper County, Indiana",684,44,640,626,0,5,1,0,0,8
1500000US180731011004,180731011004,"Block Group 4, Census Tract 1011, Jasper County, Indiana",660,42,618,607,4,0,1,0,1,5
1500000US180731012001,180731012001,"Block Group 1, Census Tract 1012, Jasper County, Indiana",856,23,833,825,5,0,1,0,0,3
1500000US180731012002,180731012002,"Block Group 2, Census Tract 1012, Jasper County, Indiana",799,11,788,771,7,2,2,0,0,6
1500000US180731012003,180731012003,"Block Group 3, Census Tract 1012, Jasper County, Indiana",1139,82,1057,1019,12,0,11,0,1,14
1500000US180731012004,180731012004,"Block Group 4, Census Tract 1012, Jasper County, Indiana",1150,71,1079,1059,3,8,1,2,0,6
1500000US180731013001,180731013001,"Block Group 1, Census Tract 1013, Jasper County, Indiana",2113,57,2056,1966,61,1,6,0,1,21
1500000US180731013002,180731013002,"Block Group 2, Census Tract 1013, Jasper County, Indiana",925,24,901,869,5,1,8,0,0,18
1500000US180731013003,180731013003,"Block Group 3, Census Tract 1013, Jasper County, Indiana",738,15,723,711,4,0,1,1,0,6
1500000US180890101001,180890101001,"Block Group 1, Census Tract 101, Lake County, Indiana",1349,44,1305,537,752,4,6,0,2,19
1500000US180890101002,180890101002,"Block Group 2, Census Tract 101, Lake County, Indiana",1048,41,1007,123,878,1,0,0,0,19
1500000US180890101003,180890101003,"Block Group 3, Census Tract 101, Lake County, Indiana",899,25,874,140,708,0,6,1,0,23
1500000US180890101004,180890101004,"Block Group 4, Census Tract 101, Lake County, Indiana",1016,50,966,458,457,3,15,0,0,33
1500000US180890102011,180890102011,"Block Group 1, Census Tract 102.01, Lake County, Indiana",1051,45,1006,203,770,4,12,0,3,21
1500000US180890102012,180890102012,"Block Group 2, Census Tract 102.01, Lake County, Indiana",1879,103,1776,212,1529,11,2,0,0,42
1500000US180890102013,180890102013,"Block Group 3, Census Tract 102.01, Lake County, Indiana",1572,63,1509,77,1405,6,6,0,1,40
1500000US180890102014,180890102014,"Block Group 4, Census Tract 102.01, Lake County, Indiana",1194,70,1124,143,967,5,3,0,0,21
1500000US180890102031,180890102031,"Block Group 1, Census Tract 102.03, Lake County, Indiana",496,14,482,9,470,2,1,0,0,1
1500000US180890102032,180890102032,"Block Group 2, Census Tract 102.03, Lake County, Indiana",1261,15,1246,13,1219,4,0,0,0,15
1500000US180890102033,180890102033,"Block Group 3, Census Tract 102.03, Lake County, Indiana",705,17,688,17,666,0,0,0,0,6
1500000US180890102051,180890102051,"Block Group 1, Census Tract 102.05, Lake County, Indiana",762,33,729,13,723,0,0,0,0,3
1500000US180890102052,180890102052,"Block Group 2, Census Tract 102.05, Lake County, Indiana",784,106,678,29,636,1,2,0,0,18
1500000US180890103021,180890103021,"Block Group 1, Census Tract 103.02, Lake County, Indiana",851,41,810,15,793,0,0,0,0,4
1500000US180890103022,180890103022,"Block Group 2, Census Tract 103.02, Lake County, Indiana",561,2,559,2,546,0,1,0,0,12
1500000US180890103023,180890103023,"Block Group 3, Census Tract 103.02, Lake County, Indiana",2060,88,1972,26,1913,1,4,0,2,37
1500000US180890103041,180890103041,"Block Group 1, Census Tract 103.04, Lake County, Indiana",978,84,894,21,875,0,7,0,2,9
1500000US180890103042,180890103042,"Block Group 2, Census Tract 103.04, Lake County, Indiana",727,170,557,31,523,1,0,0,0,12
1500000US180890103043,180890103043,"Block Group 3, Census Tract 103.04, Lake County, Indiana",744,56,688,18,665,0,0,0,0,17
1500000US180890103044,180890103044,"Block Group 4, Census Tract 103.04, Lake County, Indiana",700,122,578,27,547,0,3,0,0,3
1500000US180890104001,180890104001,"Block Group 1, Census Tract 104, Lake County, Indiana",783,11,772,7,764,1,0,0,1,3
1500000US180890104002,180890104002,"Block Group 2, Census Tract 104, Lake County, Indiana",1227,41,1186,7,1174,0,0,0,0,20
1500000US180890104003,180890104003,"Block Group 3, Census Tract 104, Lake County, Indiana",625,22,603,2,600,9,0,0,1,8
1500000US180890104004,180890104004,"Block Group 4, Census Tract 104, Lake County, Indiana",639,21,618,2,622,0,0,0,0,9
1500000US180890105001,180890105001,"Block Group 1, Census Tract 105, Lake County, Indiana",957,46,911,25,884,7,2,0,0,11
1500000US180890106001,180890106001,"Block Group 1, Census Tract 106, Lake County, Indiana",703,26,677,12,643,10,0,0,0,19
1500000US180890106002,180890106002,"Block Group 2, Census Tract 106, Lake County, Indiana",683,25,658,17,645,4,0,0,2,1
1500000US180890109001,180890109001,"Block Group 1, Census Tract 109, Lake County, Indiana",378,17,361,4,346,0,0,0,0,16
1500000US180890109002,180890109002,"Block Group 2, Census Tract 109, Lake County, Indiana",599,15,584,7,578,1,0,0,0,3
1500000US180890110001,180890110001,"Block Group 1, Census Tract 110, Lake County, Indiana",19,0,19,0,18,0,0,0,0,1
1500000US180890110002,180890110002,"Block Group 2, Census Tract 110, Lake County, Indiana",636,10,626,2,619,0,1,0,1,7
1500000US180890110003,180890110003,"Block Group 3, Census Tract 110, Lake County, Indiana",1032,22,1010,9,972,2,1,0,1,29
1500000US180890111001,180890111001,"Block Group 1, Census Tract 111, Lake County, Indiana",840,18,822,4,809,6,0,0,0,15
1500000US180890111002,180890111002,"Block Group 2, Census Tract 111, Lake County, Indiana",1313,10,1303,7,1293,0,0,0,0,9
1500000US180890111003,180890111003,"Block Group 3, Census Tract 111, Lake County, Indiana",710,10,700,2,689,3,0,0,0,14
1500000US180890111004,180890111004,"Block Group 4, Census Tract 111, Lake County, Indiana",1734,23,1711,14,1676,4,0,0,0,29
1500000US180890112001,180890112001,"Block Group 1, Census Tract 112, Lake County, Indiana",831,21,810,7,798,0,1,0,0,17
1500000US180890112002,180890112002,"Block Group 2, Census Tract 112, Lake County, Indiana",984,7,977,54,919,0,1,0,0,7
1500000US180890112003,180890112003,"Block Group 3, Census Tract 112, Lake County, Indiana",874,36,838,2,836,2,0,0,1,3
1500000US180890112004,180890112004,"Block Group 4, Census Tract 112, Lake County, Indiana",736,1,735,3,727,0,0,0,0,5
1500000US180890112005,180890112005,"Block Group 5, Census Tract 112, Lake County, Indiana",977,16,961,5,954,4,2,0,0,8
1500000US180890113001,180890113001,"Block Group 1, Census Tract 113, Lake County, Indiana",964,23,941,45,897,1,0,0,2,9
1500000US180890113002,180890113002,"Block Group 2, Census Tract 113, Lake County, Indiana",905,3,902,6,888,6,1,0,0,4
1500000US180890114001,180890114001,"Block Group 1, Census Tract 114, Lake County, Indiana",659,7,652,4,647,1,0,0,0,2
1500000US180890114002,180890114002,"Block Group 2, Census Tract 114, Lake County, Indiana",612,8,604,3,585,6,0,0,0,16
1500000US180890115001,180890115001,"Block Group 1, Census Tract 115, Lake County, Indiana",915,71,844,76,753,5,1,0,3,18
1500000US180890115002,180890115002,"Block Group 2, Census Tract 115, Lake County, Indiana",1026,57,969,59,896,0,1,0,5,12
1500000US180890115003,180890115003,"Block Group 3, Census Tract 115, Lake County, Indiana",752,85,667,90,571,1,0,0,0,19
1500000US180890116001,180890116001,"Block Group 1, Census Tract 116, Lake County, Indiana",704,20,684,5,681,2,0,0,0,8
1500000US180890116002,180890116002,"Block Group 2, Census Tract 116, Lake County, Indiana",1019,10,1009,8,999,0,0,0,0,9
1500000US180890116003,180890116003,"Block Group 3, Census Tract 116, Lake County, Indiana",598,20,578,5,576,1,0,0,0,1
1500000US180890117001,180890117001,"Block Group 1, Census Tract 117, Lake County, Indiana",826,29,797,16,776,2,0,0,2,9
1500000US180890118001,180890118001,"Block Group 1, Census Tract 118, Lake County, Indiana",719,2,717,7,703,1,0,0,0,8
1500000US180890118002,180890118002,"Block Group 2, Census Tract 118, Lake County, Indiana",765,1,764,7,749,1,0,0,0,7
1500000US180890119001,180890119001,"Block Group 1, Census Tract 119, Lake County, Indiana",708,8,700,27,667,2,2,0,0,7
1500000US180890119002,180890119002,"Block Group 2, Census Tract 119, Lake County, Indiana",1361,30,1331,7,1325,2,0,0,0,19
1500000US180890120001,180890120001,"Block Group 1, Census Tract 120, Lake County, Indiana",538,16,522,3,521,0,0,0,2,7
1500000US180890120002,180890120002,"Block Group 2, Census Tract 120, Lake County, Indiana",511,18,493,7,479,2,3,0,3,9
1500000US180890121001,180890121001,"Block Group 1, Census Tract 121, Lake County, Indiana",940,16,924,13,899,4,0,0,1,11
1500000US180890122001,180890122001,"Block Group 1, Census Tract 122, Lake County, Indiana",492,3,489,2,484,0,0,0,1,3
1500000US180890122002,180890122002,"Block Group 2, Census Tract 122, Lake County, Indiana",967,3,964,3,954,0,0,0,0,7
1500000US180890123001,180890123001,"Block Group 1, Census Tract 123, Lake County, Indiana",618,60,558,19,537,0,0,0,0,9
1500000US180890123002,180890123002,"Block Group 2, Census Tract 123, Lake County, Indiana",679,34,645,26,607,0,0,0,0,17
1500000US180890123003,180890123003,"Block Group 3, Census Tract 123, Lake County, Indiana",867,38,829,62,764,0,1,0,0,14
1500000US180890123004,180890123004,"Block Group 4, Census Tract 123, Lake County, Indiana",874,47,827,28,794,1,0,0,0,10
1500000US180890124001,180890124001,"Block Group 1, Census Tract 124, Lake County, Indiana",695,33,662,16,622,0,13,0,0,18
1500000US180890124002,180890124002,"Block Group 2, Census Tract 124, Lake County, Indiana",405,17,388,15,361,4,0,0,1,10
1500000US180890124003,180890124003,"Block Group 3, Census Tract 124, Lake County, Indiana",793,28,765,13,745,0,0,0,0,13
1500000US180890124004,180890124004,"Block Group 4, Census Tract 124, Lake County, Indiana",705,24,681,11,659,3,2,0,0,8
1500000US180890124005,180890124005,"Block Group 5, Census Tract 124, Lake County, Indiana",1255,76,1179,90,1070,2,3,1,0,18
1500000US180890124006,180890124006,"Block Group 6, Census Tract 124, Lake County, Indiana",951,31,920,23,898,0,1,0,2,6
1500000US180890125001,180890125001,"Block Group 1, Census Tract 125, Lake County, Indiana",1376,73,1303,63,1228,1,0,0,3,22
1500000US180890125002,180890125002,"Block Group 2, Census Tract 125, Lake County, Indiana",1514,81,1433,90,1351,2,4,0,7,9
1500000US180890125003,180890125003,"Block Group 3, Census Tract 125, Lake County, Indiana",692,51,641,49,585,5,2,0,0,13
1500000US180890125004,180890125004,"Block Group 4, Census Tract 125, Lake County, Indiana",1573,109,1464,87,1349,3,4,0,0,36
1500000US180890126001,180890126001,"Block Group 1, Census Tract 126, Lake County, Indiana",1035,61,974,60,891,2,0,0,1,22
1500000US180890126002,180890126002,"Block Group 2, Census Tract 126, Lake County, Indiana",602,23,579,21,557,0,0,0,0,7
1500000US180890126003,180890126003,"Block Group 3, Census Tract 126, Lake County, Indiana",1070,46,1024,73,940,2,1,0,5,5
1500000US180890127001,180890127001,"Block Group 1, Census Tract 127, Lake County, Indiana",893,45,848,40,808,0,1,0,0,13
1500000US180890127002,180890127002,"Block Group 2, Census Tract 127, Lake County, Indiana",1060,69,991,33,963,3,0,0,0,4
1500000US180890127003,180890127003,"Block Group 3, Census Tract 127, Lake County, Indiana",585,21,564,66,478,1,9,0,0,11
1500000US180890127004,180890127004,"Block Group 4, Census Tract 127, Lake County, Indiana",977,55,922,57,848,3,5,0,4,18
1500000US180890128001,180890128001,"Block Group 1, Census Tract 128.00, Lake County, Indiana",767,28,739,8,716,0,0,0,4,20
1500000US180890128002,180890128002,"Block Group 2, Census Tract 128.00, Lake County, Indiana",788,86,702,11,685,5,0,0,0,10
1500000US180890128003,180890128003,"Block Group 3, Census Tract 128.00, Lake County, Indiana",771,49,722,11,700,4,3,0,3,12
1500000US180890201001,180890201001,"Block Group 1, Census Tract 201, Lake County, Indiana",1191,501,690,610,47,4,16,0,2,15
1500000US180890201002,180890201002,"Block Group 2, Census Tract 201, Lake County, Indiana",726,215,511,476,26,7,2,2,0,2
1500000US180890201003,180890201003,"Block Group 3, Census Tract 201, Lake County, Indiana",1483,583,900,804,79,0,9,0,2,8
1500000US180890201004,180890201004,"Block Group 4, Census Tract 201, Lake County, Indiana",1350,489,861,813,40,0,5,0,1,7
1500000US180890202001,180890202001,"Block Group 1, Census Tract 202, Lake County, Indiana",1683,477,1206,1146,40,7,8,0,0,6
1500000US180890202002,180890202002,"Block Group 2, Census Tract 202, Lake County, Indiana",830,372,458,421,27,1,4,0,1,8
1500000US180890203001,180890203001,"Block Group 1, Census Tract 203, Lake County, Indiana",1014,605,409,372,30,0,3,0,1,7
1500000US180890203002,180890203002,"Block Group 2, Census Tract 203, Lake County, Indiana",1205,594,611,472,125,0,7,0,1,11
1500000US180890203003,180890203003,"Block Group 3, Census Tract 203, Lake County, Indiana",867,411,456,354,77,1,2,0,1,22
1500000US180890203004,180890203004,"Block Group 4, Census Tract 203, Lake County, Indiana",2228,1099,1129,977,150,7,8,0,1,11
1500000US180890203005,180890203005,"Block Group 5, Census Tract 203, Lake County, Indiana",1287,489,798,700,82,1,1,0,1,18
1500000US180890204001,180890204001,"Block Group 1, Census Tract 204, Lake County, Indiana",1193,734,459,345,118,0,4,0,0,3
1500000US180890204002,180890204002,"Block Group 2, Census Tract 204, Lake County, Indiana",1078,621,457,302,164,1,0,0,0,10
1500000US180890204003,180890204003,"Block Group 3, Census Tract 204, Lake County, Indiana",1486,980,506,303,206,2,1,0,3,19
1500000US180890204004,180890204004,"Block Group 4, Census Tract 204, Lake County, Indiana",1797,1231,566,350,181,8,6,0,6,23
1500000US180890205001,180890205001,"Block Group 1, Census Tract 205, Lake County, Indiana",895,577,318,154,153,1,2,0,3,9
1500000US180890205002,180890205002,"Block Group 2, Census Tract 205, Lake County, Indiana",1202,630,572,300,258,0,1,0,0,17
1500000US180890205003,180890205003,"Block Group 3, Census Tract 205, Lake County, Indiana",1043,501,542,210,338,1,0,1,0,5
1500000US180890205004,180890205004,"Block Group 4, Census Tract 205, Lake County, Indiana",844,430,414,180,211,1,1,0,0,27
1500000US180890206001,180890206001,"Block Group 1, Census Tract 206, Lake County, Indiana",1188,101,1087,212,881,4,3,0,0,12
1500000US180890206002,180890206002,"Block Group 2, Census Tract 206, Lake County, Indiana",1067,310,757,422,328,1,3,0,0,13
1500000US180890207001,180890207001,"Block Group 1, Census Tract 207, Lake County, Indiana",1668,335,1333,501,764,5,14,2,6,58
1500000US180890207002,180890207002,"Block Group 2, Census Tract 207, Lake County, Indiana",875,425,450,228,210,0,1,0,0,19
1500000US180890207003,180890207003,"Block Group 3, Census Tract 207, Lake County, Indiana",988,389,599,185,422,0,3,0,0,13
1500000US180890207004,180890207004,"Block Group 4, Census Tract 207, Lake County, Indiana",866,119,747,84,650,0,2,0,3,21
1500000US180890207005,180890207005,"Block Group 5, Census Tract 207, Lake County, Indiana",786,202,584,227,355,0,0,0,0,9
1500000US180890208001,180890208001,"Block Group 1, Census Tract 208, Lake County, Indiana",990,157,833,75,752,4,0,0,2,10
1500000US180890208002,180890208002,"Block Group 2, Census Tract 208, Lake County, Indiana",1171,100,1071,33,1029,2,0,0,0,11
1500000US180890208003,180890208003,"Block Group 3, Census Tract 208, Lake County, Indiana",1170,278,892,151,726,0,0,0,1,23
1500000US180890208004,180890208004,"Block Group 4, Census Tract 208, Lake County, Indiana",1124,169,955,106,864,3,4,0,0,5
1500000US180890209001,180890209001,"Block Group 1, Census Tract 209, Lake County, Indiana",2049,409,1640,853,656,3,106,0,7,32
1500000US180890209002,180890209002,"Block Group 2, Census Tract 209, Lake County, Indiana",851,236,615,497,78,0,28,0,1,12
1500000US180890209003,180890209003,"Block Group 3, Census Tract 209, Lake County, Indiana",1475,241,1234,668,265,1,269,0,0,36
1500000US180890210001,180890210001,"Block Group 1, Census Tract 210, Lake County, Indiana",743,238,505,438,56,2,1,0,5,5
1500000US180890210002,180890210002,"Block Group 2, Census Tract 210, Lake County, Indiana",1008,389,619,445,175,1,1,0,0,16
1500000US180890210003,180890210003,"Block Group 3, Census Tract 210, Lake County, Indiana",1063,375,688,550,126,1,5,0,0,21
1500000US180890210004,180890210004,"Block Group 4, Census Tract 210, Lake County, Indiana",684,252,432,331,91,2,2,0,2,8
1500000US180890210005,180890210005,"Block Group 5, Census Tract 210, Lake County, Indiana",1685,597,1088,841,217,12,10,1,0,18
1500000US180890211001,180890211001,"Block Group 1, Census Tract 211, Lake County, Indiana",702,255,447,376,56,0,5,1,0,14
1500000US180890211002,180890211002,"Block Group 2, Census Tract 211, Lake County, Indiana",600,134,466,412,40,3,1,0,0,13
1500000US180890211003,180890211003,"Block Group 3, Census Tract 211, Lake County, Indiana",979,301,678,566,107,1,2,0,2,5
1500000US180890211004,180890211004,"Block Group 4, Census Tract 211, Lake County, Indiana",735,282,453,372,64,3,2,0,2,11
1500000US180890213001,180890213001,"Block Group 1, Census Tract 213, Lake County, Indiana",1110,291,819,524,287,3,9,1,2,7
1500000US180890213002,180890213002,"Block Group 2, Census Tract 213, Lake County, Indiana",1049,252,797,663,124,0,6,0,0,9
1500000US180890213003,180890213003,"Block Group 3, Census Tract 213, Lake County, Indiana",1471,327,1144,649,472,4,9,0,7,18
1500000US180890214001,180890214001,"Block Group 1, Census Tract 214, Lake County, Indiana",1668,721,947,428,482,0,5,0,0,39
1500000US180890214002,180890214002,"Block Group 2, Census Tract 214, Lake County, Indiana",1130,476,654,380,265,3,3,0,0,21
1500000US180890214003,180890214003,"Block Group 3, Census Tract 214, Lake County, Indiana",1519,587,932,627,280,1,1,0,0,31
1500000US180890214004,180890214004,"Block Group 4, Census Tract 214, Lake County, Indiana",858,249,609,373,224,10,5,0,0,16
1500000US180890215001,180890215001,"Block Group 1, Census Tract 215, Lake County, Indiana",648,215,433,300,119,0,11,0,0,5
1500000US180890215002,180890215002,"Block Group 2, Census Tract 215, Lake County, Indiana",719,146,573,446,115,1,5,0,0,6
1500000US180890215003,180890215003,"Block Group 3, Census Tract 215, Lake County, Indiana",918,188,730,567,147,2,8,0,1,8
1500000US180890216001,180890216001,"Block Group 1, Census Tract 216, Lake County, Indiana",1109,366,743,569,152,0,5,0,2,16
1500000US180890216002,180890216002,"Block Group 2, Census Tract 216, Lake County, Indiana",868,273,595,482,110,0,3,0,0,4
1500000US180890216003,180890216003,"Block Group 3, Census Tract 216, Lake County, Indiana",1019,360,659,517,130,2,2,0,0,16
1500000US180890217001,180890217001,"Block Group 1, Census Tract 217, Lake County, Indiana",643,206,437,360,60,2,7,1,2,8
1500000US180890217002,180890217002,"Block Group 2, Census Tract 217, Lake County, Indiana",1280,279,1001,651,330,0,5,0,5,27
1500000US180890217003,180890217003,"Block Group 3, Census Tract 217, Lake County, Indiana",987,328,659,456,194,2,6,0,0,18
1500000US180890217004,180890217004,"Block Group 4, Census Tract 217, Lake County, Indiana",1163,357,806,502,292,1,3,0,0,18
1500000US180890217005,180890217005,"Block Group 5, Census Tract 217, Lake County, Indiana",840,321,519,392,111,1,2,0,0,13
1500000US180890218001,180890218001,"Block Group 1, Census Tract 218, Lake County, Indiana",702,207,495,377,112,0,2,0,0,10
1500000US180890218002,180890218002,"Block Group 2, Census Tract 218, Lake County, Indiana",642,166,476,343,116,0,4,0,0,16
1500000US180890218003,180890218003,"Block Group 3, Census Tract 218, Lake County, Indiana",1102,229,873,239,610,1,2,0,1,38
1500000US180890218004,180890218004,"Block Group 4, Census Tract 218, Lake County, Indiana",1250,229,1021,812,156,3,17,0,5,39
1500000US180890219001,180890219001,"Block Group 1, Census Tract 219, Lake County, Indiana",1618,443,1175,961,165,3,10,0,0,48
1500000US180890219002,180890219002,"Block Group 2, Census Tract 219, Lake County, Indiana",1213,430,783,654,110,6,12,0,1,7
1500000US180890219003,180890219003,"Block Group 3, Census Tract 219, Lake County, Indiana",1249,382,867,564,269,2,20,0,2,18
1500000US180890219004,180890219004,"Block Group 4, Census Tract 219, Lake County, Indiana",1104,457,647,458,179,0,2,0,1,15
1500000US180890220001,180890220001,"Block Group 1, Census Tract 220, Lake County, Indiana",1271,358,913,728,157,1,8,0,2,28
1500000US180890220002,180890220002,"Block Group 2, Census Tract 220, Lake County, Indiana",819,214,605,445,148,1,4,0,0,13
1500000US180890220003,180890220003,"Block Group 3, Census Tract 220, Lake County, Indiana",1611,320,1291,458,778,0,31,0,0,36
1500000US180890220004,180890220004,"Block Group 4, Census Tract 220, Lake County, Indiana",1381,353,1028,747,266,6,4,0,5,7
1500000US180890301001,180890301001,"Block Group 1, Census Tract 301, Lake County, Indiana",1456,97,1359,3,1365,1,0,0,0,27
1500000US180890302001,180890302001,"Block Group 1, Census Tract 302, Lake County, Indiana",907,275,632,16,615,0,1,0,2,19
1500000US180890302002,180890302002,"Block Group 2, Census Tract 302, Lake County, Indiana",529,279,250,13,237,0,1,0,0,4
1500000US180890303001,180890303001,"Block Group 1, Census Tract 303, Lake County, Indiana",780,116,664,10,641,7,0,0,0,17
1500000US180890303002,180890303002,"Block Group 2, Census Tract 303, Lake County, Indiana",1797,325,1472,63,1461,0,0,0,0,13
1500000US180890304001,180890304001,"Block Group 1, Census Tract 304, Lake County, Indiana",689,543,146,61,97,1,0,0,1,9
1500000US180890304002,180890304002,"Block Group 2, Census Tract 304, Lake County, Indiana",1451,978,473,110,378,1,0,0,0,3
1500000US180890304003,180890304003,"Block Group 3, Census Tract 304, Lake County, Indiana",1365,954,411,108,316,3,0,0,0,11
1500000US180890305001,180890305001,"Block Group 1, Census Tract 305, Lake County, Indiana",939,715,224,106,130,0,1,0,0,1
1500000US180890305002,180890305002,"Block Group 2, Census Tract 305, Lake County, Indiana",739,596,143,64,86,2,0,0,0,0
1500000US180890305003,180890305003,"Block Group 3, Census Tract 305, Lake County, Indiana",1274,791,483,104,386,2,0,0,1,5
1500000US180890305004,180890305004,"Block Group 4, Census Tract 305, Lake County, Indiana",1249,675,574,90,491,2,4,0,3,10
1500000US180890306001,180890306001,"Block Group 1, Census Tract 306, Lake County, Indiana",1465,849,616,170,445,4,0,0,3,15
1500000US180890306002,180890306002,"Block Group 2, Census Tract 306, Lake County, Indiana",1156,779,377,116,268,2,1,0,0,12
1500000US180890306003,180890306003,"Block Group 3, Census Tract 306, Lake County, Indiana",1060,715,345,168,193,6,0,0,0,5
1500000US180890306004,180890306004,"Block Group 4, Census Tract 306, Lake County, Indiana",1371,909,462,348,114,1,3,0,2,5
1500000US180890307001,180890307001,"Block Group 1, Census Tract 307, Lake County, Indiana",861,398,463,66,427,0,0,0,0,1
1500000US180890307002,180890307002,"Block Group 2, Census Tract 307, Lake County, Indiana",1203,466,737,88,652,5,1,0,0,8
1500000US180890308001,180890308001,"Block Group 1, Census Tract 308, Lake County, Indiana",845,515,330,38,321,0,0,3,1,3
1500000US180890308002,180890308002,"Block Group 2, Census Tract 308, Lake County, Indiana",792,436,356,47,327,1,4,0,0,2
1500000US180890308003,180890308003,"Block Group 3, Census Tract 308, Lake County, Indiana",1362,864,498,59,454,5,3,0,1,7
1500000US180890308004,180890308004,"Block Group 4, Census Tract 308, Lake County, Indiana",1273,766,507,65,471,0,1,0,1,8
1500000US180890309001,180890309001,"Block Group 1, Census Tract 309, Lake County, Indiana",1279,663,616,61,569,1,0,0,0,10
1500000US180890309002,180890309002,"Block Group 2, Census Tract 309, Lake County, Indiana",1015,398,617,51,579,1,0,0,0,4
1500000US180890309003,180890309003,"Block Group 3, Census Tract 309, Lake County, Indiana",1281,661,620,78,542,0,1,0,8,8
1500000US180890310001,180890310001,"Block Group 1, Census Tract 310, Lake County, Indiana",890,149,741,19,718,1,7,0,0,8
1500000US180890310002,180890310002,"Block Group 2, Census Tract 310, Lake County, Indiana",670,193,477,18,453,0,0,1,0,12
1500000US180890401001,180890401001,"Block Group 1, Census Tract 401, Lake County, Indiana",665,279,386,337,42,0,5,0,1,6
1500000US180890401002,180890401002,"Block Group 2, Census Tract 401, Lake County, Indiana",809,279,530,487,32,2,2,0,0,9
1500000US180890402001,180890402001,"Block Group 1, Census Tract 402, Lake County, Indiana",1538,479,1059,975,66,5,7,0,0,19
1500000US180890402002,180890402002,"Block Group 2, Census Tract 402, Lake County, Indiana",1179,620,559,533,13,1,6,0,1,8
1500000US180890402003,180890402003,"Block Group 3, Census Tract 402, Lake County, Indiana",806,379,427,401,21,1,9,0,0,5
1500000US180890403001,180890403001,"Block Group 1, Census Tract 403, Lake County, Indiana",852,102,750,652,58,3,15,0,6,16
1500000US180890403002,180890403002,"Block Group 2, Census Tract 403, Lake County, Indiana",1204,158,1046,988,31,1,14,0,0,12
1500000US180890403003,180890403003,"Block Group 3, Census Tract 403, Lake County, Indiana",3400,348,3052,2670,107,6,231,0,4,37
1500000US180890403004,180890403004,"Block Group 4, Census Tract 403, Lake County, Indiana",998,145,853,783,38,4,12,0,3,13
1500000US180890403005,180890403005,"Block Group 5, Census Tract 403, Lake County, Indiana",710,118,592,455,116,0,10,0,0,12
1500000US180890403006,180890403006,"Block Group 6, Census Tract 403, Lake County, Indiana",731,51,680,628,23,0,9,0,0,20
1500000US180890404011,180890404011,"Block Group 1, Census Tract 404.01, Lake County, Indiana",791,101,690,662,13,0,8,1,0,6
1500000US180890404012,180890404012,"Block Group 2, Census Tract 404.01, Lake County, Indiana",1458,102,1356,1275,12,0,45,0,2,22
1500000US180890404013,180890404013,"Block Group 3, Census Tract 404.01, Lake County, Indiana",1646,161,1485,1400,31,0,42,0,3,9
1500000US180890404014,180890404014,"Block Group 4, Census Tract 404.01, Lake County, Indiana",1313,182,1131,997,86,2,43,0,0,8
1500000US180890404021,180890404021,"Block Group 1, Census Tract 404.02, Lake County, Indiana",2484,199,2285,1841,96,4,310,0,9,28
1500000US180890404022,180890404022,"Block Group 2, Census Tract 404.02, Lake County, Indiana",2049,130,1919,1450,99,4,335,0,1,30
